Year,Player,Pos,Height,WT,Age,Teams,GP,YOS,Pre-Draft Team,Nationality,Draft Year,Draft Pick
2009,Wally Szczerbiak,F,79,240,31,CLE,74,9,Miami (OH),United StatesSpain,1999 ,6
2009,Mike Taylor,PG,74,165,23,LAC,51,0,Idaho Stampede,United States,2008 ,50
2009,Jacque Vaughn,G,73,190,34,SAS,30,11,Kansas,United States,1997 ,27
2009,Jake Voskuhl,C,83,245,31,TOR,38,8,Connecticut,United States,2000 ,8
2009,Marcus E. Williams,F,79,207,22,SAS,2,1,Arizona,United States,2007 ,6
2009,Lorenzen Wright,F-C,83,255,33,CLE,18,12,Memphis,United States,1996 ,7
2008,Shareef Abdur-Rahim,F,81,225,31,SAC,6,11,California,United States,1996 ,3
2008,Lance Allred,C,83,250,27,CLE,3,0,Weber State,United States,"2005 NBA Draft, Undrafted",NA
2008,Derek Anderson,G,77,194,33,CHA,28,10,Kentucky,United States,1997 ,13
2008,Darrell Armstrong,PG,72,170,39,NJN,50,13,Fayetteville State,United States,"1991 NBA Draft, Undrafted",NA
2008,James Augustine,FC,82,235,24,ORL,25,1,Illinois,United States,2006 ,22
2008,Andre Barrett,PG,70,173,26,LAC,4,3,Seton Hall,United States,"2004 NBA Draft, Undrafted",NA
2008,P.J. Brown,C,83,225,38,BOS,18,14,Louisiana Tech,United States,1992 ,4
2008,Sam Cassell,G,75,185,38,"BOS, LAC",55,14,Florida State,United States,1993 ,24
2008,Guillermo Diaz,G,74,192,22,LAC,6,0,Miami (FL),Puerto RicoUnited States,2006 ,44
2008,Dan Dickau,G,72,190,29,LAC,67,5,Gonzaga,United States,2002 ,28
2008,Kaniel Dickens,F,80,215,29,CLE,5,4,Idaho,United States,2000 ,42
2008,Michael Doleac,C,83,262,30,MIN,24,9,Utah,United States,1998 ,12
2008,Nick Fazekas,F,83,240,22,"DAL, LAC",26,0,Nevada,United StatesJapan,2007 ,8
2008,Richie Frahm,G,77,210,30,LAC,10,4,Gonzaga,United States,"2000 NBA Draft, Undrafted",NA
2008,Steve Francis,G,75,195,31,HOU,10,8,Maryland,United States,1999 ,2
2008,Jorge Garbajosa,F,81,245,30,TOR,7,1,Unicaja (Spain),Spain,"1999 NBA Draft, Undrafted",NA
2008,Pat Garrity,F,81,238,31,ORL,31,9,Notre Dame,United States,1998 ,19
2008,Gordan Giricek,G-F,78,210,30,"PHL, PHX, UTH",56,5,KK Cibona (Croatia),Croatia,1999 ,22
2008,Taurean Green,PG,72,177,21,"DEN, POR",17,0,Florida,United States,2007 ,44
2008,Adrian Griffin,G-F,77,217,33,"CHI, SEA",35,9,Seton Hall,United States,"1996 NBA Draft, Undrafted",NA
2008,Penny Hardaway,PG,79,195,36,MIA,16,13,Memphis,United States,1993 ,3
2008,Othella Harrington,F-C,81,235,34,CHA,22,11,Georgetown,United States,1996 ,2
2008,David Harrison,C,84,254,25,IND,55,3,Colorado,United States,2004 ,29
2008,Robert Horry,PF,81,220,37,SAS,45,15,Alabama,United States,1992 ,11
2008,Troy Hudson,G,73,170,31,GSW,9,10,Southern Illinois,United States,"1997 NBA Draft, Undrafted",NA
2008,Luke Jackson,SF,79,215,26,MIA,14,3,Oregon,United States,2004 ,10
2008,Casey Jacobsen,SG,78,214,26,MEM,53,3,Stanford,United States,2002 ,22
2008,Alexander Johnson,F,81,240,25,MIA,43,1,Florida State,United States,2006 ,30
2008,DerMarr Johnson,GF,81,201,27,SAS,5,7,Cincinnati,United States,2000 ,6
2008,Bobby Jones,F,79,215,24,"DEN, HOU, MEM, MIA, SAN",47,1,Washington,United States,2006 ,14
2008,Eddie Jones,G-F,78,200,36,DAL,47,13,Temple,United States,1994 ,10
2008,Viktor Khryapa,PF,79,220,25,CHI,9,3,CSKA Moscow (Russia),Russia,2004 ,22
2008,Raef LaFrentz,F,83,245,31,POR,39,9,Kansas,United States,1998 ,3
2008,Keith Langford,G,76,202,24,SAS,2,0,Kansas,United States,"2005 NBA Draft, Undrafted",NA
2008,Stephane Lasme,F,80,215,25,"GOS, MIA",16,0,Massachusetts,Gabon,2007 ,32
2008,Darrick Martin,G,71,170,36,TOR,17,12,UCLA,United States,"1992 NBA Draft, Undrafted",NA
2008,Jelani McCoy,FC,82,245,30,DEN,6,7,UCLA,United States,1998 ,8
2008,Jeff McInnis,G,76,190,33,CHA,54,10,North Carolina,United States,1996 ,16
2008,Alonzo Mourning,C,82,240,38,MIA,25,15,Georgetown,United States,1992 ,2
2008,Bostjan Nachbar,F,82,220,27,NJN,75,5,Universo De'Longhi Treviso (Italy),Slovenia,2002 ,15
2008,Juan Carlos Navarro,SG,76,170,27,MEM,82,0,Barca (Spain),Spain,2002 ,22
2008,Ira Newble,G-F,79,220,33,"CLE, LAL, SEA",49,8,Miami (OH),United States,"1997 NBA Draft, Undrafted",NA
2008,Bo Outlaw,F,80,210,36,ORL,2,14,Houston,United States,"1993 NBA Draft, Undrafted",NA
2008,Andre Owens,G,76,200,27,IND,31,1,Houston,United States,"2005 NBA Draft, Undrafted",NA
2008,Smush Parker,G,76,190,26,"LAC, MIA",28,5,Fordham,United States,"2002 NBA Draft, Undrafted",NA
2008,Ruben Patterson,F-G,77,223,32,LAC,20,9,Cincinnati,United States,1998 ,4
2008,Kosta Perovic,C,86,240,23,GSW,7,0,KK Partizan (Serbia),Serbia,2006 ,16
2008,Eric Piatkowski,G-F,79,210,37,PHX,16,13,Nebraska,United States,1994 ,15
2008,Scot Pollard,C-F,83,265,33,BOS,22,10,Kansas,United States,1997 ,19
2008,Kasib Powell,F,79,215,26,MIA,11,1,Texas Tech,United States,"2003 NBA Draft, Undrafted",NA
2008,Eric Snow,G,75,190,34,CLE,22,12,Michigan State,United States,1995 ,28
2008,Kirk Snyder,F-G,78,225,24,"HOU, MIN",36,3,Nevada,United States,2004 ,16
2008,Awvee Storey,F-G,78,222,30,MIL,26,2,Arizona State,United States,"2002 NBA Draft, Undrafted",NA
2008,Damon Stoudamire,G,70,171,34,"MEM, SAN",60,12,Arizona,United States,1995 ,7
2008,Salim Stoudamire,G,73,186,25,ATL,35,2,Arizona,United States,2005 ,2
2008,D.J. Strawberry,G,78,205,22,PHX,33,0,Maryland,United StatesCameroon,2007 ,58
2008,Billy Thomas,G,76,208,32,"CLE, NJN",11,2,Kansas,United States,"1998 NBA Draft, Undrafted",NA
2008,Marquinhos Vinicius,F,81,225,23,NOP,13,1,Objetivo Sao Carlos (Brazil),Brazil,2006 ,26
2008,Antoine Walker,F,81,265,31,MIN,46,11,Kentucky,United States,1996 ,6
2008,Darius Washington,PG,74,196,22,SAS,18,0,Memphis,United StatesNorth Macedonia,"2006 NBA Draft, Undrafted",NA
2008,Chris Webber,F-C,81,245,35,GSW,9,14,Michigan,United States,1993 ,1
2008,Bonzi Wells,G-F,77,210,31,"HOU, NOP",73,9,Ball State,United States,1998 ,11
2008,Aaron Williams,F-C,81,220,36,LAC,30,13,Xavier,United States,"1993 NBA Draft, Undrafted",NA
2008,Justin Williams,C,82,260,23,"HOU, SAC",23,1,Wyoming,United States,"2006 NBA Draft, Undrafted",NA
2008,Loren Woods,C,85,245,29,HOU,7,5,Arizona,United States,2001 ,34
2007,Babby Araujo,C,83,280,26,UTA,28,2,Brigham Young,Brazil,2004 ,8
2007,Esteban Batista,FC,82,270,23,ATL,13,1,Aguas de Calpe (Gibraltar),Uruguay,"2005 NBA Draft, Undrafted",NA
2007,Will Blalock,G,73,200,23,DET,14,0,Iowa State,United States,2006 ,60
2007,Cedric Bozeman,G,78,215,23,ATL,23,0,UCLA,United States,"2006 NBA Draft, Undrafted",NA
2007,Pat Burke,C,83,250,33,PHX,23,2,Auburn,Ireland,"1997 NBA Draft, Undrafted",NA
2007,Jackie Butler,C,82,250,21,SAS,11,2,Coastal Christian Academy (Virginia),United States,"2004 NBA Draft, Undrafted",NA
2007,Kelvin Cato,C,83,255,32,NYK,18,9,Iowa State,United States,1997 ,15
2007,Doug Christie,SG,78,200,36,LAC,7,14,Pepperdine,United States,1992 ,17
2007,Dale Davis,C-F,83,252,37,DET,46,15,Clemson,United States,1991 ,13
2007,Daniel Ewing,G,75,185,23,LAC,61,1,Duke,United States,2005 ,4
2007,Danny Fortson,F,79,260,30,SEA,14,9,Cincinnati,United States,1997 ,10
2007,Matt Freije,FC,82,240,25,ATL,19,1,Vanderbilt,United StatesLebanon,2004 ,48
2007,Andreas Glyniadakis,C,84,245,25,SEA,13,0,Olympiacos (Greece),Greece,2003 ,58
2007,Lynn Greer,SG,74,175,27,MIL,41,1,Temple,United States,"2002 NBA Draft, Undrafted",NA
2007,Eddie Griffin,F,82,220,24,MIN,13,5,Seton Hall,United States,2001 ,7
2007,Mike Hall,F,80,230,22,WAS,2,0,George Washington,United States,"2006 NBA Draft, Undrafted",NA
2007,Junior Harrington,G,76,180,26,MEM,29,3,Wingate,United States,"2002 NBA Draft, Undrafted",NA
2007,Alan Henderson,F-C,81,235,34,PHI,38,11,Indiana,United States,1995 ,16
2007,Robert Hite,SG,74,184,23,MIA,12,0,Miami (FL),United States,"2006 NBA Draft, Undrafted",NA
2007,Julius Hodge,SF,79,210,23,"DEN, MIL",9,1,NC State,United States,2005 ,20
2007,Mile Ilic,C,85,255,22,NJN,5,0,KK FMP (Serbia),Serbia,2005 ,26
2007,Marc Jackson,C,82,270,32,NOP,56,6,Temple,United States,1997 ,18
2007,Sarunas Jasikevicius,G,76,195,30,"GOS, IND",63,1,Maryland,Lithuania,"1998 NBA Draft, Undrafted",NA
2007,Jumaine Jones,SF,80,218,28,PHX,18,7,Georgia,United States,1999 ,27
2007,Yaroslav Korolev,F,81,203,19,LAC,10,1,CSKA Moscow (Russia),Russia,2005 ,12
2007,James Lang,C,82,285,23,WAS,11,3,Central Park Christian High School (Alabama),United States,2003 ,38
2007,Randy Livingston,GF,76,209,31,SEA,4,9,LSU,United States,1996 ,26
2007,Renaldo Major,F,78,210,24,GSW,1,0,Fresno State,United States,"2004 NBA Draft, Undrafted",NA
2007,Damir Markota,PF,82,260,21,MIL,30,0,KK Cibona (Croatia),CroatiaSweden,2006 ,58
2007,Rawle Marshall,SF,79,190,25,IND,40,1,Oakland,Guyana,"2005 NBA Draft, Undrafted",NA
2007,Chris McCray,G,77,205,22,MIL,5,0,Maryland,United States,"2006 NBA Draft, Undrafted",NA
2007,Ivan McFarlin,F,80,240,24,PHI,11,0,Oklahoma State,United States,"2005 NBA Draft, Undrafted",NA
2007,Aaron McKie,G,77,209,34,LAL,10,12,Temple,United States,1994 ,17
2007,Keith McLeod,G,74,190,27,"GOS, IND",48,2,Bowling Green,United States,"2002 NBA Draft, Undrafted",NA
2007,Slava Medvedenko,F,82,250,27,ATL,14,6,BC Kyiv (Ukraine),Ukraine,"1998 NBA Draft, Undrafted",NA
2007,David Noel,SF,78,230,23,MIL,68,0,North Carolina,United States,2006 ,18
2007,Michael Olowokandi,C,84,270,31,BOS,24,8,Pacific,NigeriaEngland,1998 ,1
2007,Scott Padgett,F,81,240,30,"HOU, MEM",31,7,Kentucky,United States,1999 ,28
2007,Gary Payton,G,76,180,38,MIA,68,16,Oregon State,United States,1990 ,2
2007,Kevinn Pinkney,FC,82,245,23,BOS,6,0,Nevada,United States,"2005 NBA Draft, Undrafted",NA
2007,Vitaly Potapenko,C-F,82,280,31,SAC,3,10,Wright State,Ukraine,1996 ,12
2007,Roger Powell,F,78,235,24,UTA,3,0,Illinois,United States,"2005 NBA Draft, Undrafted",NA
2007,Allan Ray,G,74,206,22,BOS,47,0,Villanova,United States,"2006 NBA Draft, Undrafted",NA
2007,Justin Reed,F,80,240,25,MIN,41,2,Ole Miss,United States,2004 ,22
2007,Jared Reiner,C,83,255,24,MIL,27,2,Iowa,United States,"2004 NBA Draft, Undrafted",NA
2007,Lawrence Roberts,PF,80,240,24,MEM,54,1,Mississippi State,United States,2005 ,50
2007,Bernard Robinson,GF,78,210,26,"CHA, NJN",31,2,Michigan,United States,2004 ,32
2007,Cliff Robinson,PF,82,225,40,NJN,50,17,Connecticut,United States,1989 ,18
2007,Jalen Rose,G,80,210,34,PHX,29,12,Michigan,United States,1994 ,13
2007,Jamal Sampson,FC,83,235,23,DEN,22,4,California,United States,2002 ,36
2007,Luke Schenscher,C,85,255,24,POR,11,1,Georgia Tech,Australia,"2005 NBA Draft, Undrafted",NA
2007,Wayne Simien,F,81,255,23,MIA,8,1,Kansas,United States,2005 ,29
2007,Uros Slokar,PF,83,238,23,TOR,20,0,Pallalcesto Amatori Udine (Italy),Slovenia,2005 ,56
2007,Steven Smith,PF,81,255,23,PHI,8,0,La Salle,United States,"2006 NBA Draft, Undrafted",NA
2007,Pape Sow,FC,82,224,25,TOR,7,2,Cal State Fullerton,Senegal,2004 ,36
2007,Vassilis Spanoulis,SG,76,210,24,HOU,31,0,Maroussi BC (Greece),Greece,2004 ,42
2007,Mike Sweetney,PF,80,275,24,CHI,48,3,Georgetown,United States,2003 ,9
2007,Donell Taylor,G,78,180,25,WAS,47,1,UAB,United States,"2005 NBA Draft, Undrafted",NA
2007,Mo Taylor,F,81,265,30,SAC,12,9,Michigan,United States,1997 ,14
2007,Dijon Thompson,SF,79,195,23,ATL,6,1,UCLA,United States,2005 ,48
2007,Jake Tsakalidis,C,86,285,27,"HOU, MEM",36,6,AEK Athens (Greece),GreeceGeorgia,2000 ,25
2007,Dajuan Wagner,G,74,200,24,GSW,1,3,Memphis,United States,2002 ,6
2007,David Wesley,G,72,190,36,CLE,35,13,Baylor,United States,"1992 NBA Draft, Undrafted",NA
2007,Alvin Williams,G,77,185,32,LAC,2,9,Villanova,United States,1997 ,38
2007,Eric Williams,F,80,220,34,"CHA, SAN",21,11,Providence,United States,1995 ,14
2007,Shammond Williams,G,73,201,31,LAL,30,6,North Carolina,United States,1998 ,10
2007,Corliss Williamson,F,79,245,33,SAC,68,11,Arkansas,United States,1995 ,13
2007,Kevin Willis,C,84,245,44,DAL,5,20,Michigan State,United States,1984 ,11
2007,Bracey Wright,G,75,210,22,MIN,19,1,Indiana,United States,2005 ,34
2006,Shandon Anderson,GF,78,208,32,MIA,48,9,Georgia,United States,1996 ,50
2006,Martynas Andriuskevicius,C,86,240,19,CLE,6,0,Zalgiris (Lithuania),Lithuania,2005 ,28
2006,Stacey Augmon,SF,78,205,37,ORL,36,14,UNLV,United States,1991 ,9
2006,Vin Baker,PF,83,240,34,LAC,8,12,Hartford,United States,1993 ,8
2006,Jon Barry,SG,76,195,36,HOU,20,13,Georgia Tech,United States,1992 ,21
2006,Eddie Basden,G,77,215,23,CHI,19,0,Charlotte,United States,"2005 NBA Draft, Undrafted",NA
2006,Lonny Baxter,PF,80,260,27,"CHA, HOU",41,3,Maryland,United States,2002 ,30
2006,Michael Bradley,F,82,245,26,PHI,46,4,Villanova,United States,2001 ,17
2006,Rick Brunson,SG,76,190,33,"HOU, SEA",27,9,Temple,United States,"1995 NBA Draft, Undrafted",NA
2006,Antonio Burks,G,73,200,26,MEM,57,1,Memphis,United States,2004 ,14
2006,Kevin Burleson,G,75,205,26,CHA,39,0,Minnesota,United States,"2003 NBA Draft, Undrafted",NA
2006,Zarko Cabarkapa,F-C,83,235,24,GSW,60,2,Buducnost (Montenegro),Serbia,2003 ,17
2006,Calbert Cheaney,GF,79,209,34,GSW,42,12,Indiana,United States,1993 ,6
2006,Mateen Cleaves,G,74,205,28,SEA,27,5,Michigan State,United States,2000 ,14
2006,Antonio Davis,FC,81,245,37,"NYK, TOR",44,12,UTEP,United States,1990 ,36
2006,Tony Delk,G,73,189,32,"ATL, DET",24,9,Kentucky,United States,1996 ,16
2006,John Edwards,C,84,275,24,ATL,40,1,Kent State,United States,"2004 NBA Draft, Undrafted",NA
2006,Howard Eisley,G,74,177,33,"DEN, LAC",32,11,Boston College,United States,1994 ,6
2006,Raed Farid Elhamali,F,81,225,26,CHI,4,2,San Diego State,United StatesLibya,2002 ,56
2006,Noel Felix,F-C,81,235,24,SEA,12,0,Fresno State,United States,"2003 NBA Draft, Undrafted",NA
2006,Gerald Fitch,G,75,188,23,MIA,18,1,Kentucky,United States,"2004 NBA Draft, Undrafted",NA
2006,Marcus Fizer,F,80,246,27,NOP,3,5,Iowa State,United States,2000 ,4
2006,Sharrod Ford,PF,81,242,23,PHX,3,0,Clemson,United States,"2005 NBA Draft, Undrafted",NA
2006,Deng Gai,F,81,250,23,PHI,2,0,Fairfield,South SudanUnited States,"2005 NBA Draft, Undrafted",NA
2006,Reece Gaines,G,78,210,25,MIL,12,2,Louisville,United States,2003 ,15
2006,Anthony Goldwire,G,73,182,34,LAC,3,8,Houston,United States,1994 ,50
2006,Brian Grant,PF,81,254,33,PHX,21,11,Xavier,United States,1994 ,8
2006,Devin Green,GF,79,210,23,LAL,27,0,Hampton,United States,"2005 NBA Draft, Undrafted",NA
2006,Anthony Grundy,G,75,180,26,ATL,12,0,NC State,United States,"2002 NBA Draft, Undrafted",NA
2006,Zendon Hamilton,C,83,250,30,"CLE, PHL",12,6,St. John's,United States,"1998 NBA Draft, Undrafted",NA
2006,Jermaine Jackson,G,76,204,29,MIL,30,5,Detroit-Mercy,United States,"1999 NBA Draft, Undrafted",NA
2006,Jim Jackson,SG,78,220,35,"LAL, PHX",40,13,Ohio State,United States,1992 ,4
2006,Ervin Johnson,C,83,245,38,MIL,18,12,New Orleans,United States,1993 ,23
2006,Mario Kasun,C,82,260,25,ORL,28,1,Koln 99ers (Germany),Croatia,2002 ,24
2006,Toni Kukoc,SF,83,235,37,MIL,65,12,KK Split (Croatia),Croatia,1990 ,4
2006,Maciej Lampe,FC,83,275,21,"HOU, NOP",6,2,Complutense University  (Spain),Poland,2003 ,2
2006,Voshon Lenard,SG,76,205,32,"DEN, POR",26,10,Minnesota,United States,1994 ,38
2006,Arvydas Macijauskas,G,76,215,26,NOP,19,0,Baskonia (Spain),Lithuania,"2002 NBA Draft, Undrafted",NA
2006,Walter McCarty,F,82,230,32,LAC,36,9,Kentucky,United States,1996 ,19
2006,Aaron Miles,G,73,175,22,GSW,19,0,Kansas,United States,"2005 NBA Draft, Undrafted",NA
2006,Sergei Monia,PF,80,220,22,"POR, SAC",26,0,Dynamo Saint Petersburg (Russia),Russia,2004 ,23
2006,Terence Morris,F,81,221,27,ORL,22,3,Maryland,United States,2001 ,10
2006,Lamond Murray,SF,79,236,32,NJN,57,11,California,United States,1994 ,7
2006,Lee Nailon,F,81,238,31,PHI,22,5,Texas Christian,United States,1999 ,28
2006,Boniface Ndong,C,84,240,28,LAC,22,0,Brose Baskets Bamberg (Germany),SenegalGermany,"1999 NBA Draft, Undrafted",NA
2006,Moochie Norris,G,73,175,32,"HOU, NOP",45,8,West Florida,United States,1996 ,8
2006,Greg Ostertag,C,86,280,32,UTA,60,10,Kansas,United States,1995 ,28
2006,Milt Palacio,G,75,195,28,UTA,71,6,Colorado State,United StatesNorway,"1999 NBA Draft, Undrafted",NA
2006,Zoran Planinic,GF,79,210,23,NJN,55,2,Khimki (Russia),Croatia,2003 ,22
2006,Pavel Podkolzin,C,89,260,21,DAL,1,1,OpenJobMetis Varese (Italy),Russia,2004 ,21
2006,Laron Profit,G-F,77,204,28,LAL,25,5,Maryland,United States,1999 ,18
2006,Zeljko Rebraca,C,84,265,33,LAC,29,4,KK Partizan (Serbia),Serbia,1994 ,54
2006,Bryon Russell,SG,79,225,35,DEN,1,12,Long Beach State,United States,1993 ,36
2006,Melvin Sanders,SG,77,210,25,SAS,16,2,Oklahoma State,United States,"2003 NBA Draft, Undrafted",NA
2006,Alex Scales,G,76,180,27,SAS,1,2,Oregon,United States,"2000 NBA Draft, Undrafted",NA
2006,Ha Seung-Jin,C,87,305,20,POR,27,1,Yonsei University (South Korea),South Korea,2004 ,34
2006,Charles Cornelius Smith,SG,76,194,30,"DEN, POR",21,5,New Mexico,United States,1997 ,26
2006,Donta Smith,GF,79,215,22,ATL,23,1,Southeastern Illinois,United StatesVenezuela,2004 ,10
2006,Chris Taft,F,82,265,20,GSW,17,0,Pittsburgh,United States,2005 ,24
2006,James Thomas,F,80,235,25,"CHI, PHL",22,1,Texas,United States,"2004 NBA Draft, Undrafted",NA
2006,John Thomas,FC,81,265,30,"ATL, MEM, NJN",16,4,Minnesota,United States,1997 ,25
2006,Nikoloz Tskitishvili,F,84,225,22,"MIN, PHX",17,3,Universo De'Longhi Treviso (Italy),Georgia,2002 ,5
2006,Nick Van Exel,PG,73,170,34,SAS,65,12,Cincinnati,United States,1993 ,20
2006,Keith Van Horn,F,82,220,30,DAL,53,8,Utah,United States,1997 ,2
2006,Jackson Vroman,FC,82,220,24,NOP,41,1,Iowa State,United StatesLebanon,2004 ,4
2006,Samaki Walker,PF,81,250,30,IND,7,9,Louisville,United States,1996 ,9
2006,Matt Walsh,GF,78,205,23,MIA,2,0,Florida,United States,"2005 NBA Draft, Undrafted",NA
2006,Jiri Welsch,F,78,208,26,MIL,58,3,Union Olimpija (Slovenia),Czech Republic,2002 ,16
2006,Robert Whaley,C,82,260,23,UTA,23,0,Walsh,United States,2005 ,42
2006,Qyntel Woods,F,80,221,25,NYK,49,3,Northeast Mississippi CC,United States,2002 ,21
2006,Derrick Zimmerman,G,75,195,24,NJN,2,2,Mississippi State,United States,2003 ,22
2005,Cory Alexander,G,73,185,31,CHA,16,6,Virginia,United States,1995 ,29
2005,Kenny Anderson,PG,72,168,34,"ATL, LAC",43,13,Georgia Tech,United States,1991 ,2
2005,Maurice Baker,G,73,195,24,"LAC, POR",5,1,Oklahoma State,United States,"2002 NBA Draft, Undrafted",NA
2005,Travis Best,PG,71,182,32,NJN,76,9,Georgia Tech,United States,1995 ,23
2005,Tony Bobbitt,G,76,205,25,LAL,2,0,Cincinnati,United States,"2004 NBA Draft, Undrafted",NA
2005,Curtis Borchardt,C,84,240,24,UTA,67,2,Stanford,United States,2002 ,18
2005,Shawn Bradley,C,90,235,32,DAL,77,11,Brigham Young,United StatesGermany,1993 ,2
2005,Torraye Braggs,F,80,245,28,HOU,7,4,Xavier,United States,1998 ,56
2005,Jamison Brewer,PG,76,180,24,NYK,18,3,Auburn,United States,2001 ,24
2005,Damone Brown,F,81,200,25,WAS,14,3,Syracuse,United States,2001 ,16
2005,Kedrick Brown,GF,79,222,23,PHI,8,3,Northwest Florida State College,United States,2001 ,11
2005,Tierre Brown,G,74,189,25,LAL,76,3,McNeese State,United States,"2001 NBA Draft, Undrafted",NA
2005,Rodney Buford,SF,77,189,27,NJN,64,4,Creighton,United States,1999 ,48
2005,Elden Campbell,FC,83,215,36,"DET, NJN",40,14,Clemson,United States,1990 ,27
2005,Geno Carlisle,SG,75,180,28,POR,6,1,California,United States,"1999 NBA Draft, Undrafted",NA
2005,Lionel Chalmers,G,72,180,24,LAC,36,0,Xavier,United States,2004 ,8
2005,Derrick Coleman,FC,82,230,37,DET,5,14,Syracuse,United States,1990 ,1
2005,Jason Collier,F-C,84,260,27,ATL,70,4,Georgia Tech,United States,2000 ,15
2005,Omar Cook,PG,74,190,23,TOR,5,3,St. John's,United StatesMontenegro,2001 ,6
2005,Michael Curry,F-G,77,210,36,IND,18,11,Georgia Southern,United States,"1990 NBA Draft, Undrafted",NA
2005,Erik Daniels,F,80,214,22,SAC,21,0,Kentucky,United States,"2004 NBA Draft, Undrafted",NA
2005,Andrew DeClercq,C,82,230,32,ORL,8,9,Florida,United States,1995 ,10
2005,Vlade Divac,C,85,260,37,LAL,15,15,KK Partizan (Serbia),Serbia,1989 ,26
2005,Peja Drobnjak,FC,83,270,29,ATL,71,3,KK Partizan (Serbia),Montenegro,1997 ,40
2005,Ndudi Ebi,F,81,231,20,MIN,2,1,Westbury Christian School (Texas),EnglandNigeria,2003 ,26
2005,Corsley Edwards,PF,81,275,25,NOP,10,1,Central Connecticut State,United States,2002 ,58
2005,Obinna Ekezie,C,81,270,29,ATL,42,5,Maryland,Nigeria,1999 ,16
2005,Luis Flores,G,74,205,23,"DEN, GOS",16,0,Manhattan,Dominican Republic,2004 ,52
2005,Tremaine Fowlkes,F,80,220,28,IND,8,4,Fresno State,United States,1998 ,50
2005,Lawrence Funderburke,PF,81,230,34,CHI,2,7,Ohio State,United States,1994 ,48
2005,Alex Garcia,G-F,74,220,24,NOP,8,1,COC-Ribeirao Preto (Brazil),Brazil,"2002 NBA Draft, Undrafted",NA
2005,Kendall Gill,SG,77,195,36,MIL,14,14,Illinois,United States,1990 ,5
2005,Dion Glover,GF,77,228,26,SAS,7,5,Georgia Tech,United States,1999 ,20
2005,Tom Gugliotta,PF,82,240,35,"ATL, BOS",47,12,NC State,United States,1992 ,6
2005,Darvin Ham,F-G,79,220,31,DET,47,7,Texas Tech,United States,"1996 NBA Draft, Undrafted",NA
2005,Ben Handlogten,PF,82,240,31,UTA,21,2,Western Michigan,United States,"1996 NBA Draft, Undrafted",NA
2005,Lucious Harris,SG,77,190,34,CLE,73,11,Long Beach State,United States,1993 ,2
2005,Donnell Harvey,F,80,220,24,NJN,3,4,Florida,United States,2000 ,22
2005,Fred Hoiberg,G,76,203,32,MIN,76,9,Iowa State,United States,1995 ,46
2005,Allan Houston,G,78,205,33,NYK,20,11,Tennessee,United States,1993 ,11
2005,Ryan Humphrey,F,80,235,25,MEM,35,2,Notre Dame,United States,2002 ,19
2005,Brandon Hunter,C,79,260,24,ORL,31,1,Ohio,United States,2003 ,54
2005,Horace Jenkins,G,73,180,30,DET,15,0,William Paterson,United States,"2001 NBA Draft, Undrafted",NA
2005,Britton Johnsen,F,82,210,25,IND,6,1,Utah,United States,"2003 NBA Draft, Undrafted",NA
2005,Mark Jones,SF,78,215,29,ORL,10,0,UCF,United States,"2004 NBA Draft, Undrafted",NA
2005,Kerry Kittles,G,77,179,30,LAC,11,8,Villanova,United States,1996 ,8
2005,Brandin Knight,G,72,180,23,HOU,1,1,Pittsburgh,United States,"2003 NBA Draft, Undrafted",NA
2005,Ibrahim Kutluay,G,78,200,31,SEA,5,0,Alpella B.K. (Turkey),Turkey,"1996 NBA Draft, Undrafted",NA
2005,Christian Laettner,PF,83,245,35,MIA,49,12,Duke,United States,1992 ,3
2005,Raul Lopez,PG,72,175,24,UTA,31,2,Real Madrid (Spain),Spain,2001 ,24
2005,George Lynch,SF,80,218,34,NOP,44,11,North Carolina,United States,1993 ,12
2005,Tony Massenburg,PF,81,220,37,SAS,61,12,Maryland,United States,1990 ,32
2005,Ron Mercer,SG,79,210,28,NJN,18,7,Kentucky,United States,1997 ,6
2005,Pig Miller,F,81,225,33,ATL,2,9,Michigan State,United States,1994 ,24
2005,Reggie Miller,SG,79,185,39,IND,66,17,UCLA,United States,1987 ,11
2005,Jerome Moiso,FC,82,235,26,"CLE, NJN, TOR",20,4,UCLA,France,2000 ,11
2005,Mamadou N'Diaye,C,84,255,29,LAC,11,4,Auburn,Senegal,2000 ,26
2005,Anthony Peeler,G,76,208,35,WAS,40,12,Missouri,United States,1992 ,15
2005,Kirk Penney,G,77,220,24,LAC,4,1,Wisconsin,New Zealand,"2003 NBA Draft, Undrafted",NA
2005,Wesley Person,SG,78,195,33,"DEN, MIA",41,10,Auburn,United States,1994 ,23
2005,Mark Pope,C,82,235,32,DEN,9,7,Kentucky,United States,1996 ,46
2005,Alek Radojevic,C,87,250,28,UTA,12,3,Barton,MontenegroBosnia and Herzegovina,1999 ,12
2005,Peter John Ramos,C,87,276,19,WAS,6,0,Criollos de Caguas (United States),Puerto RicoUnited States,2004 ,6
2005,Rodney Rogers,F,79,235,33,"NOP, PHL",58,11,Wake Forest,United States,1993 ,9
2005,Daniel Santiago,C,84,256,28,MIL,11,3,Saint Vincent College,United StatesPuerto Rico,"1998 NBA Draft, Undrafted",NA
2005,Ansu Sesay,F,81,225,28,GSW,16,5,Ole Miss,United States,1998 ,2
